user,dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,liked,SavingCount,CMCount,CCCount,LoansCount,Other
73557,2,5,23,9,0,0,0,0,3,0,0,0,5
167281,1,1,26,61,0,0,1,0,0,4,0,2,23
299145,2,18,27,29,0,1,1,0,0,3,0,2,19
111896,2,6,54,21,0,0,1,0,0,0,0,2,16
211000,4,14,45,9,0,0,0,0,0,0,0,0,5
153943,3,20,24,22,0,0,0,0,0,2,0,2,6
287866,3,9,36,21,0,0,1,0,0,0,0,0,19
217764,1,16,37,19,0,0,0,0,0,0,0,2,18
268203,0,23,18,9,0,0,1,1,0,1,0,2,6
340560,0,21,18,28,0,0,1,1,0,2,0,2,14
313005,6,11,74,7,0,0,1,0,0,0,0,0,5
80518,0,22,28,30,0,0,0,0,0,3,0,2,16
125225,2,13,34,20,0,0,0,0,0,0,0,2,9
246417,0,18,22,51,0,0,0,1,0,0,0,2,13
297396,1,2,32,54,0,0,0,0,3,4,1,2,21
156569,5,15,25,8,0,0,0,0,0,0,0,2,5
269097,2,16,22,43,0,0,1,1,0,0,0,2,18
180551,3,14,25,3,0,0,0,0,0,0,0,0,3
177730,5,15,23,19,0,1,0,0,0,0,1,0,12
261297,1,13,38,16,0,1,0,1,0,0,0,3,5
224301,3,4,33,17,1,0,1,0,0,0,0,0,15
295954,4,1,25,24,0,0,1,1,0,0,0,2,14
116375,6,5,31,13,0,0,0,0,0,2,0,2,7
174817,2,2,47,15,0,0,0,0,0,2,0,2,9
54837,6,0,18,31,0,0,1,0,0,2,0,2,15
215277,6,4,22,27,0,1,1,0,0,0,0,2,23
37841,1,15,27,7,0,1,0,1,0,0,0,2,4
366727,6,0,32,2,0,0,0,1,0,0,0,0,2
51368,0,2,21,33,0,0,1,0,0,2,0,2,15
366627,0,18,35,7,0,0,0,0,0,0,0,2,5
270970,6,14,21,16,0,0,1,0,0,2,0,2,8
197430,3,4,48,23,0,1,0,0,0,0,0,3,14
62108,1,18,30,5,0,0,1,0,0,0,0,2,4
100049,3,12,26,14,0,0,1,0,0,0,0,2,9
212419,6,18,17,16,0,0,1,0,0,0,0,2,14
159222,2,21,31,9,0,0,1,0,0,0,0,0,9
339773,2,0,28,1,0,0,0,0,0,0,0,0,1
291689,0,7,32,17,0,0,1,1,0,0,0,0,13
364359,5,8,60,29,0,0,0,0,0,2,0,2,14
342642,2,0,30,31,0,0,1,1,0,0,0,2,18
10299,0,12,41,3,0,0,0,0,0,0,0,0,3
316652,1,6,37,25,0,0,0,0,0,0,2,3,9
211879,5,19,42,48,1,0,1,0,0,0,0,2,17
55467,4,5,38,6,0,0,0,0,0,0,0,2,4
207359,0,23,26,18,0,0,0,0,0,2,0,2,9
278025,0,0,30,21,0,0,1,0,0,0,0,2,20
269278,5,3,25,2,0,0,1,1,0,0,0,0,2
99305,2,12,43,36,0,0,0,1,8,3,0,2,11
321394,6,16,53,13,0,0,0,1,0,0,0,2,6
323263,5,11,28,13,0,0,1,0,0,0,0,2,10
9668,0,3,49,3,1,0,0,0,0,0,0,0,3
285270,3,16,25,32,0,0,1,0,0,4,0,2,11
87218,5,14,52,26,0,1,0,0,0,2,0,2,14
109491,6,20,37,75,1,0,0,0,4,0,0,2,28
910,5,18,32,11,1,0,0,1,0,0,0,2,6
36032,5,21,22,9,0,0,0,0,0,1,0,0,6
30992,6,16,36,20,1,0,1,1,0,3,0,2,13
272881,2,12,26,10,0,0,0,0,0,2,0,0,8
41390,5,4,49,16,0,0,0,1,0,0,0,0,9
170231,1,12,27,30,0,0,0,0,0,0,0,2,16
213666,5,0,33,25,0,0,1,0,0,2,0,2,14
147822,1,5,20,31,0,0,0,0,4,0,0,2,13
6092,3,5,45,16,0,0,0,0,0,0,0,0,10
361001,4,5,50,22,0,0,0,0,0,0,0,2,15
226450,4,0,26,3,0,0,1,0,0,0,0,0,3
229618,5,10,22,14,0,0,0,0,0,2,0,2,10
331562,5,1,33,27,0,0,1,0,0,4,0,2,20
304049,3,23,19,8,0,0,1,0,0,0,0,0,7
190740,0,13,29,33,0,0,1,0,0,2,1,2,18
250117,1,19,27,9,0,0,0,0,0,0,0,0,9
163295,0,17,31,19,0,0,0,0,0,0,0,0,13
45520,2,18,48,18,1,0,0,0,0,0,0,2,15
358626,2,21,55,5,0,0,0,1,0,0,0,0,5
362851,1,13,52,5,0,0,0,0,0,0,0,0,4
264269,1,17,35,36,0,0,0,0,0,3,0,2,11
356592,2,22,32,18,0,0,0,0,0,2,0,2,12
29172,6,16,25,22,0,0,1,0,0,0,0,2,17
190198,2,1,29,2,0,0,0,1,0,0,0,0,2
55597,5,23,22,1,0,0,1,0,0,0,0,0,1
100431,0,1,37,49,1,0,0,0,1,2,0,2,21
298156,6,17,26,43,1,0,1,0,4,3,0,2,22
364228,0,15,39,8,1,0,0,0,0,0,0,0,6
353168,1,0,37,7,0,0,0,1,0,2,0,2,3
96836,1,2,30,24,0,0,1,1,0,3,0,2,15
214143,6,19,28,30,1,0,1,1,0,5,0,2,13
271907,6,19,55,35,0,0,1,1,0,0,0,2,18
105190,5,10,53,41,1,0,1,0,8,0,0,0,20
160443,4,0,30,12,0,0,0,0,0,0,0,0,10
239162,6,22,21,14,0,0,0,0,0,2,0,2,6
290295,1,8,40,28,1,0,1,0,0,5,0,2,13
178049,4,12,34,25,0,0,0,0,0,1,3,2,5
42324,0,18,20,13,0,0,1,0,0,0,0,2,8
1404,2,18,25,12,0,0,1,0,0,4,0,2,8
98752,6,22,28,42,0,0,0,0,0,2,3,2,10
223634,6,21,30,2,0,0,0,0,0,0,0,0,2
263070,4,19,25,43,0,0,1,0,0,3,0,2,19
364003,3,4,36,19,0,0,0,0,0,2,0,2,10
78918,1,19,30,14,1,0,0,1,0,0,0,2,12
137212,6,18,32,15,0,0,0,0,0,3,0,2,6
24452,2,6,27,29,0,0,0,0,0,4,0,2,10
7150,2,13,39,3,0,0,0,1,0,0,0,2,1
277012,0,21,22,29,0,0,1,1,0,3,0,0,14
104419,5,3,41,11,0,0,1,0,0,0,0,0,11
290894,6,20,26,25,0,0,1,0,0,3,0,2,11
141869,4,6,22,6,0,0,0,0,0,0,0,0,6
234622,5,15,23,14,0,0,0,0,0,0,0,2,10
165639,6,11,53,16,0,0,0,0,0,2,0,2,8
313723,5,4,48,6,0,0,1,0,0,3,0,0,4
266020,2,3,34,26,0,0,0,1,0,2,1,2,12
346068,6,21,23,5,0,0,0,0,0,0,0,2,3
203724,3,3,71,5,0,0,1,0,0,2,0,0,4
174362,1,23,34,6,0,0,0,0,0,0,0,2,5
143079,4,0,29,31,0,0,0,0,0,1,0,2,17
327625,5,2,27,10,0,0,1,0,1,2,0,2,7
212629,2,1,20,21,0,0,1,1,0,0,0,0,11
233005,2,1,25,28,1,1,1,0,0,4,0,2,20
360409,2,17,37,20,0,0,0,0,0,3,0,2,6
60224,0,20,34,16,0,0,1,0,3,2,0,0,9
188420,6,0,24,5,0,0,0,0,0,2,0,2,3
91028,1,16,19,7,0,0,1,0,0,0,0,2,6
124780,1,19,29,19,0,0,1,1,0,0,0,0,12
104026,1,16,53,18,0,0,0,0,0,2,0,2,12
43560,5,4,32,24,0,0,0,0,0,0,3,0,9
286757,2,4,27,24,0,0,1,0,0,2,0,2,20
283060,3,16,29,11,0,0,0,0,0,0,0,2,8
346857,0,22,31,25,0,0,1,0,0,3,0,2,12
31407,5,0,28,16,0,0,1,0,0,0,0,0,16
226461,1,15,35,4,0,0,0,0,0,0,0,2,3
20381,4,4,29,27,0,0,1,0,0,5,0,2,13
278381,4,16,30,13,0,0,1,1,0,0,0,2,6
128062,3,16,45,32,0,0,0,0,0,3,3,2,5
10731,1,18,53,16,0,0,1,0,0,0,0,0,12
261387,0,22,18,14,0,0,0,0,0,3,0,2,9
254664,2,16,30,27,1,0,0,1,0,1,0,2,13
217279,1,0,36,30,0,0,1,0,0,4,0,2,9
332171,3,21,26,22,0,0,0,0,0,0,0,2,13
234541,5,1,24,17,0,0,0,0,0,2,0,2,11
69446,5,20,42,9,0,1,0,0,0,0,0,2,6
69640,6,1,19,55,0,0,1,0,5,0,0,2,29
153204,5,20,39,32,0,0,0,0,0,0,0,2,17
223726,3,20,43,84,0,0,0,0,6,1,0,2,28
283736,1,17,20,22,0,0,0,0,0,2,0,2,11
81324,3,13,18,15,0,0,0,0,0,0,0,2,11
122017,6,21,28,75,0,0,1,1,7,4,1,2,31
259662,0,22,21,10,0,0,0,0,0,0,0,0,10
79031,1,21,32,9,0,0,0,0,0,0,0,2,7
131084,5,16,37,17,0,0,1,0,0,0,0,2,15
204829,1,14,30,6,0,0,1,0,0,0,0,0,6
145837,2,20,26,17,0,0,0,0,0,2,0,2,8
42682,4,17,25,3,1,0,1,0,0,0,0,0,2
126531,1,18,29,34,1,0,0,0,0,0,0,2,13
286172,3,6,25,12,0,0,0,0,0,3,0,0,8
319292,2,21,21,8,0,0,0,0,0,1,0,2,6
179635,5,18,19,19,0,0,1,0,0,2,0,2,16
100729,0,0,26,33,0,0,1,0,4,4,0,0,13
341274,1,1,41,33,0,1,1,0,0,2,0,0,13
217296,2,1,25,15,0,0,0,0,0,4,0,2,6
254163,2,3,34,28,0,0,1,1,0,4,0,2,14
39813,4,20,27,30,0,0,1,0,0,4,0,0,15
22000,5,13,31,17,0,0,1,0,0,0,0,0,14
67179,4,13,45,7,0,0,0,0,0,0,0,0,6
192753,1,5,32,9,0,0,0,1,0,0,0,2,7
250905,5,12,29,15,0,1,0,0,0,0,0,0,15
154889,5,5,22,5,0,0,1,0,0,0,0,0,5
95839,6,9,29,65,0,0,1,1,0,5,3,2,24
172458,6,12,33,11,0,0,0,0,0,0,0,2,4
52069,3,20,35,8,1,0,0,0,0,0,0,2,6
228586,0,13,34,15,0,0,1,0,0,3,0,2,7
109183,3,4,38,5,0,0,1,1,0,0,0,0,5
126204,5,4,27,27,0,1,1,0,0,5,0,2,19
47380,0,22,35,28,0,0,0,1,0,0,0,2,14
65497,5,18,45,16,1,1,0,0,0,2,1,2,8
215138,2,22,21,20,0,0,1,0,0,0,0,2,15
122913,0,15,17,29,0,0,1,0,0,0,0,2,21
87482,6,16,41,16,0,0,0,0,0,0,0,2,8
213167,6,7,30,7,0,0,1,0,0,0,0,2,5
272897,2,4,29,11,1,0,0,0,0,0,0,0,9
143001,6,1,24,12,0,0,0,1,0,0,0,2,7
4327,3,0,28,15,0,0,1,0,0,0,0,0,13
340119,3,22,29,23,0,0,1,0,0,0,0,2,19
3842,3,12,30,1,0,0,1,0,0,0,0,0,1
56933,2,17,25,6,0,0,0,0,0,0,0,2,5
59420,2,20,21,19,0,0,1,0,0,0,0,0,10
44080,4,2,20,40,0,0,1,0,0,4,0,2,17
363360,4,18,33,11,0,0,0,0,0,0,0,0,10
122915,1,7,27,41,1,0,0,0,5,0,0,0,13
232960,1,19,30,16,0,0,1,0,0,4,0,2,8
294458,4,2,38,10,0,0,1,1,0,5,0,0,5
76837,2,1,34,30,0,0,1,0,0,1,0,0,16
264302,5,18,25,18,1,1,1,0,0,0,0,2,15
247036,5,12,41,19,0,0,1,1,1,2,0,0,12
54967,4,19,24,14,0,0,0,0,0,0,0,0,11
276585,5,13,24,21,0,0,1,0,0,0,0,2,14
144686,0,14,25,9,0,0,0,0,0,0,0,2,6
241584,1,17,31,5,1,1,0,0,0,0,0,2,2
267527,3,19,38,46,0,0,0,1,0,4,1,2,11
271101,5,11,22,17,0,0,1,0,0,3,0,2,11
148763,6,15,45,41,1,0,0,0,7,4,0,2,19
123220,4,16,31,18,0,0,0,0,0,0,0,2,14
92836,3,16,32,31,1,0,1,0,0,3,0,2,17
62481,2,19,31,10,0,0,0,0,0,2,0,2,6
81136,2,0,42,21,0,0,1,0,0,4,0,2,14
24662,2,16,41,18,0,0,0,0,0,0,0,2,14
235601,1,0,39,8,0,0,0,0,0,0,0,2,4
236800,1,1,43,15,0,1,0,0,0,0,0,2,7
62222,0,14,31,19,0,1,1,1,0,0,0,0,14
46711,1,7,33,31,0,0,1,0,0,5,3,0,18
335726,6,13,40,5,0,0,1,0,0,2,0,0,4
147481,6,2,27,23,0,0,1,0,0,0,0,2,17
281856,5,2,56,8,0,0,0,1,0,0,0,0,5
235414,3,3,24,30,0,0,0,0,0,0,3,2,5
27158,3,16,42,10,0,0,0,0,0,1,0,2,5
347573,0,23,38,3,0,0,0,0,0,0,0,0,2
217607,6,18,36,34,0,0,0,1,0,4,3,2,9
350306,6,14,28,12,0,0,0,0,0,0,0,0,9
229281,3,21,52,19,0,0,1,0,0,0,2,2,12
267726,5,12,30,15,0,0,1,1,0,2,0,0,9
331765,1,16,25,15,1,1,0,0,0,0,0,0,15
281866,1,3,23,12,0,0,0,0,0,0,0,2,8
56254,5,12,22,32,0,0,1,0,0,3,0,2,16
112497,2,21,63,1,0,0,0,0,0,0,0,0,1
277428,4,15,25,111,0,0,1,0,3,5,0,2,25
290027,2,13,18,7,0,0,0,0,0,0,0,0,7
248271,0,22,30,10,0,0,0,0,0,0,0,0,7
61372,3,23,37,11,0,1,0,0,0,0,0,2,10
266464,3,3,19,5,0,0,0,0,0,0,0,0,5
139145,3,20,27,16,1,0,1,0,0,2,0,2,9
12248,5,6,27,29,0,0,1,0,0,3,2,0,13
337054,2,8,39,27,0,0,1,0,0,2,2,2,10
202078,5,22,34,3,0,0,0,0,0,0,0,0,3
255319,4,5,26,53,0,0,1,0,0,2,0,2,22
178812,2,21,45,8,0,0,0,0,0,0,0,2,5
352139,5,20,32,25,0,0,0,0,0,2,0,2,10
35653,5,15,25,3,0,0,0,0,0,2,0,2,1
152960,4,5,29,4,0,0,0,1,0,0,0,0,2
42962,5,10,27,47,1,0,0,0,0,2,0,2,22
45220,1,11,32,12,0,0,1,0,0,0,0,0,12
193877,4,16,25,29,0,0,1,0,0,4,0,2,16
309832,6,0,56,2,0,1,0,0,0,0,0,2,1
186820,2,14,36,19,1,1,0,0,0,4,2,0,11
280298,1,10,33,11,0,1,0,1,0,0,0,2,4
93591,6,3,60,11,0,0,0,0,0,2,0,2,6
87052,4,13,25,8,0,1,0,0,0,0,0,0,5
97963,3,15,23,63,0,1,0,1,0,4,0,3,29
179939,1,2,53,20,0,0,0,1,0,0,2,2,6
325541,6,4,30,22,0,0,0,0,0,0,0,2,19
148382,4,20,47,4,0,0,1,0,0,0,0,0,4
243385,3,16,37,5,0,1,0,0,0,0,0,2,4
313986,6,13,62,2,0,0,0,0,0,0,0,0,2
254099,6,1,35,12,1,0,1,0,0,0,0,2,9
82090,1,18,22,1,0,0,0,0,0,0,0,0,1
332333,3,0,21,12,0,0,1,0,0,2,0,2,10
233101,0,18,18,7,0,0,1,0,0,0,0,0,6
170108,0,16,39,48,0,0,0,0,0,1,0,2,12
21361,5,21,28,57,1,0,1,0,0,4,0,2,16
171270,1,2,35,39,0,1,0,0,0,2,0,2,19
260803,1,18,27,19,0,1,1,0,0,4,0,0,12
284274,2,1,28,11,0,0,0,0,0,2,0,2,3
304388,1,13,20,18,0,1,1,1,0,3,1,2,10
299075,5,5,27,9,0,0,1,0,0,0,0,0,9
297554,3,10,28,50,0,0,1,0,0,3,0,2,22
269505,2,5,23,37,0,0,1,0,3,5,0,2,16
225627,3,15,37,42,0,0,0,0,1,0,0,0,24
118086,6,20,28,63,0,0,1,1,0,4,0,0,23
240045,0,16,17,11,0,1,0,0,0,3,0,2,5
326863,1,19,61,14,0,0,0,0,0,0,0,2,7
49026,1,10,35,31,0,0,1,1,0,3,2,2,13
92419,2,20,21,48,0,0,1,0,0,2,0,2,12
277611,5,17,26,17,0,0,0,0,0,2,0,0,6
142429,6,21,35,3,0,1,0,0,0,0,0,2,1
281090,1,3,22,10,0,0,0,0,0,0,0,0,9
152627,1,18,50,13,0,0,0,1,0,0,0,0,9
210250,1,2,51,15,0,0,1,0,0,0,0,2,5
205923,1,21,47,5,0,1,0,0,0,2,0,2,1
198137,0,20,23,32,0,0,0,0,2,0,1,2,18
45154,5,18,27,27,0,0,1,0,0,5,0,0,12
76022,0,14,31,32,1,0,1,0,0,2,0,2,21
247644,5,23,31,19,0,0,1,1,0,3,0,2,13
48187,4,17,26,3,0,0,0,0,0,0,0,2,2
103868,1,13,57,29,0,0,0,0,0,0,0,2,8
181458,0,16,26,25,0,0,1,0,0,3,0,2,18
213857,1,1,21,22,0,0,1,1,0,0,0,2,17
14248,1,3,23,28,0,0,1,0,0,0,0,2,17
35579,0,16,32,18,0,0,1,0,0,0,0,0,16
27329,3,3,35,32,0,0,1,0,8,2,0,2,17
203362,0,16,33,11,0,0,0,0,0,4,0,2,4
68602,3,16,32,2,0,1,0,0,0,0,0,0,2
334408,3,0,20,9,0,0,1,0,0,0,0,0,9
261637,6,21,40,7,1,0,1,0,0,4,0,0,4
172526,6,4,30,88,0,0,0,0,5,4,0,2,24
263619,6,21,37,27,0,1,0,0,0,3,0,2,15
106170,5,23,21,4,0,0,0,0,1,0,0,0,3
18428,6,16,26,8,0,1,0,0,0,0,0,2,3
76941,0,0,24,51,0,0,0,0,5,2,0,2,23
307818,3,0,55,4,0,0,0,0,0,0,0,0,3
8988,4,18,32,21,0,1,1,0,0,0,0,2,17
298748,1,7,50,35,0,0,0,0,0,2,0,2,10
301527,3,17,49,109,0,0,1,1,6,3,0,2,27
57018,6,6,38,46,0,0,1,0,4,4,3,2,15
179446,1,16,20,9,0,0,0,0,0,0,0,0,9
89422,5,19,21,3,0,0,1,0,0,0,0,2,2
230046,6,23,26,1,0,1,0,0,0,0,0,0,1
356127,1,1,30,38,0,0,0,0,0,2,0,2,16
53910,1,20,33,2,0,0,0,0,0,0,0,0,2
199187,0,14,30,8,0,1,0,0,0,0,0,2,5
342891,3,3,22,14,0,0,0,0,1,1,0,2,7
191737,3,15,34,20,1,0,1,0,0,0,0,0,19
338085,3,4,19,5,0,0,1,0,0,2,0,2,3
238147,2,12,33,11,0,0,1,0,0,2,0,2,7
152206,1,19,41,18,0,0,1,1,0,3,0,2,9
20922,5,15,22,17,0,0,1,0,0,0,0,0,17
158501,6,3,27,24,0,1,1,0,0,2,0,2,15
308725,2,19,48,6,0,0,0,0,0,0,0,2,4
160503,6,23,60,11,0,0,0,0,0,4,0,0,7
143793,0,21,26,4,0,0,0,0,0,0,0,0,4
247528,1,16,31,21,0,0,0,0,0,2,0,2,15
150116,4,5,37,41,0,0,1,0,0,4,2,2,11
121946,4,2,44,23,0,0,0,0,0,0,0,2,16
301896,1,19,24,6,0,0,0,0,0,0,0,0,4
284240,1,20,33,27,0,0,1,1,0,0,0,0,15
71602,5,17,20,45,0,1,1,0,0,2,0,2,23
225289,2,6,38,37,0,1,0,1,0,2,0,2,17
264158,6,20,28,25,0,1,1,0,0,0,0,2,18
198832,0,0,34,41,1,0,1,0,0,0,0,2,17
338869,5,3,27,26,0,0,1,1,0,0,0,0,16
126604,3,2,22,17,0,1,0,0,0,2,0,2,10
189212,0,17,19,16,0,0,1,1,0,0,0,2,12
270644,1,16,45,3,0,0,0,0,0,0,0,0,3
42743,5,2,46,34,0,0,0,0,5,0,0,2,16
350774,3,3,21,21,1,0,1,0,0,4,0,2,13
344645,0,21,35,13,0,0,0,0,0,3,0,2,5
1776,3,19,31,25,0,0,1,0,0,4,0,2,13
366089,5,21,29,7,0,0,0,0,0,0,0,0,7
55069,6,0,43,12,0,0,0,0,0,0,0,0,12
121072,6,14,36,1,0,0,0,0,0,0,0,0,1
25898,5,22,25,16,0,1,1,0,0,2,0,2,6
27654,5,22,33,16,0,0,0,0,0,0,0,0,13
119799,1,15,40,27,0,0,1,0,0,3,0,2,12
291117,1,23,39,29,0,0,1,0,0,0,0,0,21
171923,3,15,36,6,0,0,1,0,0,0,0,0,6
99161,0,11,47,19,0,0,0,0,0,3,0,0,13
242298,0,4,31,18,1,0,0,0,0,0,2,0,10
232818,5,5,22,12,0,0,0,0,0,2,0,2,9
174830,1,10,18,34,0,0,1,0,0,5,0,2,14
324443,0,23,38,19,0,0,0,1,0,2,0,2,11
146388,1,20,20,4,0,0,0,1,0,2,0,2,1
298408,3,19,28,27,1,0,1,0,1,2,0,2,15
2645,1,20,48,32,0,0,1,0,0,5,0,2,18
166864,6,15,20,29,0,1,0,0,0,2,0,2,8
194534,2,14,39,29,0,0,1,0,0,4,2,2,13
116385,2,0,23,23,0,0,1,1,0,3,0,2,15
161246,0,10,47,11,0,0,1,0,0,0,0,2,10
43273,4,14,23,22,0,0,1,0,0,0,0,0,19
36020,6,17,22,5,0,0,0,0,1,0,0,0,4
370054,1,20,17,15,0,0,1,1,0,0,0,2,14
118260,3,22,27,7,0,0,0,0,0,0,0,2,6
166727,2,1,26,16,0,0,0,0,0,2,0,2,10
255074,1,15,32,12,0,0,0,0,0,0,0,0,10
138158,1,6,23,12,0,0,0,0,0,0,0,2,5
84621,0,2,43,12,0,0,0,0,0,0,0,0,8
260005,3,14,35,15,0,0,1,1,0,5,0,0,8
223871,5,5,33,29,0,0,1,0,0,5,0,2,15
295948,1,0,24,22,0,0,1,0,0,0,0,0,19
67784,5,21,37,11,0,1,0,0,0,3,0,2,5
324706,0,11,30,15,0,0,1,1,0,4,0,2,9
133182,2,23,24,37,1,0,1,0,0,5,0,2,13
25939,3,1,21,18,1,0,1,0,0,0,0,2,13
305839,1,0,23,19,0,1,0,0,0,2,0,2,7
28004,4,15,34,8,0,0,0,0,0,0,0,2,5
103605,1,22,47,18,0,0,0,0,0,3,0,2,5
47421,1,16,26,44,1,1,1,0,0,3,0,2,25
96805,4,10,28,49,0,0,1,0,0,0,0,2,22
354726,0,17,51,11,0,0,0,0,0,0,0,3,5
212705,1,14,23,45,1,1,0,1,3,1,0,0,16
90809,5,22,55,45,0,0,0,0,0,0,0,2,20
285510,5,22,51,4,0,0,0,0,0,0,0,0,4
294634,2,2,23,12,0,0,1,0,0,0,0,0,11
312403,4,2,21,19,0,0,1,0,0,0,0,0,16
250509,2,22,34,2,1,0,0,0,0,0,0,0,2
325716,5,3,66,9,0,0,0,1,0,0,0,0,6
251909,0,23,58,6,0,0,0,0,0,0,0,0,6
98381,1,21,27,13,0,0,0,0,0,2,0,2,5
338825,1,6,25,1,0,0,0,0,0,0,0,0,1
30354,3,23,22,18,0,0,1,0,0,1,0,2,12
278940,4,5,58,13,0,0,0,1,0,0,0,0,9
219959,0,0,29,34,0,0,1,0,0,2,0,2,24
187211,6,23,21,6,0,0,0,1,0,0,0,2,4
146342,4,3,21,9,0,0,0,0,0,0,0,0,8
246800,6,19,32,1,0,0,0,0,0,0,0,0,1
66802,1,18,34,2,1,0,0,0,0,0,0,0,2
222786,2,11,53,38,1,0,0,0,0,2,0,2,15
225195,1,18,52,3,0,0,0,0,0,0,0,0,3
129775,0,6,32,9,0,0,1,0,0,0,0,0,8
250246,0,17,35,23,0,1,1,0,0,2,0,0,9
20633,1,1,24,71,0,0,1,0,8,5,0,2,25
335248,4,23,19,38,0,0,1,1,0,3,0,2,15
23777,6,9,20,15,0,1,0,0,0,0,0,2,12
89602,4,13,25,16,0,0,0,0,0,0,0,2,10
59822,3,3,27,20,0,1,0,1,0,0,0,2,8
164507,1,18,20,26,0,0,1,1,0,3,1,2,13
53281,0,4,33,18,0,0,0,1,0,0,0,2,12
41373,0,3,36,12,0,0,1,0,0,2,0,0,10
93490,5,16,25,50,0,0,1,0,0,3,3,2,17
366987,0,2,37,11,0,0,0,0,0,1,0,0,6
315684,6,11,27,21,0,1,0,0,3,0,2,2,6
275326,1,14,48,17,0,0,0,0,1,4,0,2,10
151530,5,2,51,11,0,0,0,0,0,0,0,2,3
66627,4,16,49,41,0,0,1,0,0,3,0,2,16
59547,2,16,42,21,0,1,1,1,0,4,0,2,10
369957,3,5,57,10,0,0,0,0,0,0,0,2,6
250122,4,21,35,27,0,0,1,0,0,1,0,0,19
297546,1,13,23,18,0,0,0,0,0,1,0,2,8
334544,4,23,26,8,1,0,0,0,0,0,0,0,6
35311,2,22,23,34,0,0,1,0,0,5,0,2,13
15574,0,6,29,16,0,0,0,0,0,2,0,2,10
289018,2,0,29,14,0,0,1,0,0,0,0,0,14
8145,0,21,59,27,0,0,1,0,0,4,0,2,14
2954,0,1,19,21,0,0,0,0,0,2,0,2,9
324169,0,5,42,13,0,0,0,0,0,3,0,2,3
131441,1,17,24,33,1,0,1,0,0,3,0,0,21
318826,6,19,34,1,0,0,0,1,0,0,0,0,1
300289,4,16,27,31,0,0,1,0,6,5,0,2,13
311881,6,15,22,7,0,0,0,0,0,2,0,2,5
313583,5,4,26,24,0,1,0,0,1,2,1,2,14
189939,5,1,27,33,1,0,1,0,0,3,0,2,14
341779,3,21,32,20,0,1,0,0,0,0,0,2,13
32109,0,20,20,23,0,0,1,0,0,0,0,2,18
128422,2,22,20,12,0,0,1,0,0,0,0,2,11
182956,0,11,26,29,0,0,1,0,0,3,0,2,20
14463,5,12,55,19,1,0,0,0,0,0,0,2,16
238433,1,11,54,14,0,0,1,0,0,3,0,0,9
152926,4,3,53,11,0,1,0,1,0,3,0,2,5
294362,2,3,27,20,0,0,0,0,0,2,0,0,11
36607,6,1,39,5,0,1,0,0,0,2,0,2,2
181632,4,13,35,9,0,1,0,0,0,0,0,2,3
183779,1,20,19,15,0,0,0,0,0,2,0,2,8
347100,2,5,34,25,0,0,1,0,0,3,0,2,18
294882,2,1,22,22,0,0,0,1,0,0,0,2,19
54001,1,18,34,23,0,0,1,1,0,0,0,0,14
176717,0,12,44,2,1,0,0,0,0,0,0,0,2
208068,6,11,24,12,0,1,0,0,0,3,0,2,5
288191,1,17,39,5,0,0,0,0,0,0,0,2,4
362541,4,3,25,18,0,0,0,1,0,2,0,2,10
184058,2,17,47,10,0,0,0,0,0,0,0,2,7
78323,1,17,37,14,0,1,0,0,0,3,0,2,3
108549,6,13,56,12,0,1,0,1,0,0,0,2,6
333004,6,1,40,27,0,0,0,0,0,2,3,2,11
224656,1,19,36,17,0,0,1,0,0,0,0,0,13
178179,1,19,34,16,0,1,1,0,0,0,0,0,16
314486,1,23,24,12,0,0,0,1,0,0,0,0,11
243485,0,4,26,57,0,0,1,0,8,2,0,2,25
28783,5,17,29,36,0,1,1,0,0,4,0,2,17
199356,0,21,55,1,0,0,0,1,0,0,0,0,1
66684,5,16,21,12,0,0,0,0,0,0,0,2,10
123349,2,19,20,16,0,0,1,1,0,2,0,2,11
187307,1,3,25,28,0,0,1,1,0,5,0,2,17
224355,3,13,30,19,0,0,0,1,0,0,0,0,13
333782,6,4,32,16,0,0,1,0,0,0,0,0,16
155754,3,18,27,47,0,0,0,1,8,0,0,2,16
94475,1,3,24,13,1,0,1,0,0,1,0,0,9
97781,5,17,19,29,0,1,0,0,0,5,0,2,17
367865,1,0,48,16,0,0,0,0,0,0,1,2,6
148332,0,18,46,24,0,0,1,0,0,2,0,0,6
323898,1,20,24,12,0,0,1,0,0,0,0,2,11
339597,3,11,61,12,0,0,0,0,0,2,0,2,9
265231,0,2,19,20,0,0,1,0,0,0,0,2,19
44111,1,15,20,11,0,0,1,0,0,0,0,2,8
270545,6,10,22,67,1,0,1,0,0,3,3,2,16
174686,6,22,33,9,0,0,1,0,0,2,0,0,8
107509,0,0,28,11,0,0,1,0,0,0,0,0,7
76259,4,2,20,14,0,0,0,1,0,0,0,2,9
102439,3,23,27,12,0,0,1,0,0,1,0,2,9
259004,3,13,44,13,0,0,0,0,0,0,0,2,7
21940,5,0,48,19,0,0,0,1,0,0,0,2,10
60578,5,2,42,19,0,0,1,0,0,2,0,2,17
262679,1,16,22,4,0,1,0,0,0,2,0,2,0
105601,5,2,26,27,0,0,1,1,0,5,0,2,14
125994,6,8,19,41,0,0,1,1,0,2,2,2,14
261199,2,4,20,16,0,0,1,0,0,4,0,2,11
336404,3,18,23,7,1,0,0,1,0,0,0,0,7
